gamna	lokono	mukhya	100
tarike	janita	che	48
tatha	valsad	jillanu	48
te	ja	rite	48
teko	aape	che	48
temne	janavyu	hatu	48
thai	gayi	hati	48
upayog	kari	shake	48
utari	aavyo	che	48
vadhare	hoy	che	48
valsad	jillanu	vibhajan	48
vargikrut	karavama	aave	48
variyali	bajari	kapas	48
varshna	hata	tyare	48
vat	kare	che	48
vibhajan	kari	nava	48
vishva	dharohar	sthal	48
aa	nadi	par	47
aa	uparant	ahi	47
aavela	gandhinagar	jillama	47
aavela	nasvadi	talukama	47
aavela	sauthi	mota	47
aavi	jay	che	47
aavyu	che	je	47
aavyu	hatu	jema	47
ane	aa	rite	47
ane	mi	sadima	47
ane	teno	upayog	47
anya	koi	pan	47
avard	malyo	hato	47
bandhvama	aavyo	hato	47
bhag	bhajavyo	hato	47
bhali	jay	che	47
bija	vishva	yuddha	47
che	jema	eka	47
che	jene	karane	47
che	jyare	anya	47
che	te	eka	47
che	tena	par	47
darshavavama	aavyu	che	47
de	che	ane	47
devbhumi	dvarka	jillama	47
disembar	na	divase	47
dur	kare	che	47
dvara	karavama	aavela	47
eka	eva	purva	47
eka	rasayanik	tatva	47
ema	kahevay	che	47
enayat	thayo	hato	47
epril	na	divase	47
eva	purva	bhagama	47
gam	bharat	deshana	47
gayo	hato	ane	47
ghatado	thayo	hato	47
ghau	jiru	variyali	47
gujarat	sarkar	dvara	47
gujarati	sahitya	parishadna	47
hajari	aapi	hati	47
hata	ane	ma	47
hati	ke	te	47
hova	chata	te	47
jalalpore	talukanu	gam	47
janava	malyu	che	47
jiru	variyali	bajari	47
jodavama	aave	che	47
kaam	karava	mate	47
karavama	aave	tyare	47
kari	shakay	teva	47
kendrashasit	pradesh	dadara	47
kheti	machhimari	tem	47
kimi	dur	che	47
kinare	aavelu	che	47
mali	rahe	che	47
manvu	che	ke	47
march	na	divase	47
mate	janiti	che	47
mota	eva	uttar	47
mrutyu	pame	che	47
mukhyatve	aadivasi	loko	47
mulakat	le	che	47
na	roj	karavama	47
nakki	thay	che	47
nasvadi	talukama	aavelu	47
no	upayog	kare	47
nondhe	che	ke	47
pachhi	tarat	ja	47
pan	aavela	che	47
par	bhar	muke	47
prakashit	thayo	hato	47
prathamik	ane	madhyamik	47
puri	padvama	aave	47
rahya	che	ane	47
rahya	hata	tyare	47
safalata	mali	hati	47
sakriy	kala	vijasthitiman	47
sangya	ane	anu	47
sarjan	karyu	hatu	47
sathe	jodayelu	che	47
sauthi	mota	eva	47
sharu	thayo	hato	47
sharuat	karavama	aavi	47
sthayi	thaya	hata	47
tarike	chuntaya	hata	47
tatva	che	jeni	47
teko	aapyo	hato	47
temna	pitanu	naam	47
vad	ne	gujaratima	47
varnavavama	aave	che	47
vyavasay	kheti	machhimari	47
yunaited	states	ane	47
aavel	kul	cha	46
aavela	devbhumi	dvarka	46
aavela	jamjodhpur	talukama	46
aavela	kamrej	talukama	46
aavi	hati	ke	46
aavi	hati	parantu	46
aavya	che	ane	46
aavyo	che	ane	46
aavyo	che	je	46
ane	nagarahaveli	bharat	46
ane	nagarahaveli	jillana	46
ane	nagarahavelina	dadara	46
ane	talukanu	mukhya	46
ane	te	ja	46
ane	te	pachhi	46
ane	teni	aaspasna	46
bodeli	talukama	aavelu	46
chaud	talukao	paikina	46
che	aa	uparant	46
che	je	teni	46
che	jeni	sangya	46
che	parantu	tema	46
che	samanya	rite	46
dadara	ane	nagarahavelina	46
deshana	uttar	purva	46
devama	aavi	hati	46
dhyan	kendrit	karyu	46
dvarka	jillama	aavela	46
e	eka	rasayanik	46
e	ja	rite	46
eka	che	je	46
eka	prakar	che	46
eva	jalalpore	talukanu	46
eva	santrampur	talukama	46
eva	uttar	pradesh	46
evi	dalil	kari	46
hato	ane	aa	46
hato	ane	tena	46
hovano	andaj	che	46
hovanu	janay	che	46
jaher	janata	mate	46
jaher	karavama	aavya	46
jai	shake	che	46
jalavi	rakhe	che	46
jamjodhpur	talukama	aavelu	46
jay	che	je	46
je	bharat	deshana	46
jetla	antare	aavelu	46
jillama	aavel	kul	46
jillama	aavela	jamjodhpur	46
jillama	aavela	kamrej	46
jillana	ekamatra	talukanu	46
jillanu	eka	nagar	46
kahyu	che	ke	46
kamrej	talukama	aavelu	46
karane	thay	che	46
karavama	aavyu	ane	46
kari	hati	parantu	46
karyo	hato	parantu	46
ke	kem	te	46
ke	koi	pan	46
kul	chaud	talukao	46
levama	aavya	hata	46
ma	thayu	hatu	46
madhya	pradesh	rajyama	46
mahadevanu	mandir	aavelu	46
male	che	jema	46
malyu	che	ke	46
mate	upyogma	levama	46
mathak	pan	che	46
me	na	divase	46
mi	sadina	ant	46
mukhya	mathak	pan	46
na	dayaka	daramiyan	46
na	roj	aa	46
naam	aapyu	hatu	46
nagarahaveli	bharat	deshana	46
nagarahaveli	jillana	ekamatra	46
nagarahavelina	dadara	ane	46
najik	aavelu	che	46
nakki	karyu	hatu	46
nimanuk	karavama	aavi	46
padi	jay	che	46
pan	kari	hati	46
pan	khas	karine	46
pan	samel	che	46
par	jova	male	46
par	shasan	karyu	46
prapta	kare	che	46
purna	thayu	hatu	46
rakshan	aape	che	46
santrampur	talukama	aavelu	46
sauthi	vadhu	kamani	46
shakay	che	je	46
shake	te	mate	46
sharu	kare	che	46
sharu	karyo	hato	46
shodh	kari	hati	46
snatakani	padavi	melavi	46
subir	talukama	aavelu	46
suchan	kare	che	46
surat	jillana	mahuva	46
surat	jillana	umarpada	46
taiyar	karavama	aavi	46
tarike	odakhave	che	46
tarike	vaparay	che	46
te	ja	samaye	46
thai	chukya	che	46
thai	rahi	che	46
tya	sudhi	te	46
tyar	bad	temne	46
tyar	bad	teo	46
uchchtar	madhyamik	shala	46
ullekh	jova	male	46
ullekh	karyo	che	46
upayog	thayo	hato	46
vadhu	sari	rite	46
varlda	trade	sentar	46
vinanti	kari	hati	46
vishvani	sauthi	moti	46
vistarama	aavela	devbhumi	46
vyakhyayit	kare	che	46
vyakt	kare	che	46
vyakt	kari	hati	46
aapyu	hatu	ane	45
aavela	eva	sagbara	45
aavela	hoy	che	45
aavela	kadana	talukanu	45
aaveli	che	ane	45
aavelo	che	je	45
aavelu	che	jya	45
aavi	rahyu	che	45
aavya	hata	je	45
abhinay	karyo	che	45
adivasio	ane	patidaro	45
ane	arvlli	parvatmalana	45
ane	kahyu	ke	45
ane	mi	sadina	45
ane	patidaro	uparant	45
ant	aavyo	hato	45
arvlli	parvatmalana	dakshin	45
asar	thay	che	45
banavava	mate	thay	45
bani	gayo	hato	45
banya	hata	ane	45
bhag	che	je	45
bhag	leva	mate	45
bharat	ane	pakistan	45
bharat	deshma	aavela	45
bharuch	talukama	aavelu	45
bhumika	bhajavi	che	45
che	jena	dvara	45
chikhali	talukama	aavelu	45
darshave	che	ane	45
davo	karavama	aavyo	45
davo	karyo	ke	45
devama	aavya	hata	45
dharave	che	parantu	45
dvara	karavama	aavyo	45
e	eka	bharatiy	45
e	gam	bharat	45
eka	che	ane	45
eva	bharuch	talukama	45
eva	bodeli	talukama	45
eva	chikhali	talukama	45
eva	jhaghdiya	talukama	45
eva	nijhar	talukanu	45
eva	sagbara	talukama	45
evi	che	ke	45
evo	davo	karyo	45
evu	manay	che	45
gamama	mukhyatve	makai	45
gamna	lokona	mukhya	45
gamo	aavela	che	45
ghatado	kare	che	45
hati	ane	tema	45
hati	ke	teo	45
hoy	to	tene	45
ja	rahe	che	45
janava	male	che	45
janma	oktobar	na	45
je	te	samaye	45
jeni	sangya	ane	45
jetali	unchai	par	45
jhaghdiya	talukama	aavelu	45
jillama	aavela	kadana	45
jillana	mahuva	talukanu	45
jillana	umarpada	talukanu	45
jova	malyo	hato	45
kadana	talukanu	aavelu	45
kadhavama	aave	che	45
kahevay	che	ane	45
karan	bane	che	45
karan	ke	tema	45
karata	pan	vadhare	45
karava	mate	aa	45
karavama	aavyo	ane	45
karavama	madad	kari	45
kari	che	ane	45
kari	didhu	hatu	45
kari	hati	jene	45
karine	koli	patelo	45
karvano	prayas	karyo	45
kem	ke	te	45
khas	karine	koli	45
khate	aavel	eka	45
koli	patelo	vase	45
lakshmikant	pyarelal	ech	45
lidhi	hati	ane	45
loko	marya	gaya	45
lokona	mukhya	vyavasay	45
magfali	tal	bajari	45
mahuva	talukanu	gam	45
matanu	mandir	aavelu	45
mate	prasiddha	che	45
mate	teno	upayog	45
mokalvama	aavya	hata	45
mukhyatve	adivasio	ane	45
nakki	karavama	aave	45
narmada	jillana	tilakvada	45
netrutva	karyu	hatu	45
nichenano	samavesh	thay	45
nijhar	talukanu	gam	45
nondhyu	che	ke	45
nuksan	thayu	hatu	45
oktobar	na	divase	45
olakhay	che	je	45
pan	aa	ja	45
pan	che	je	45
pan	janitu	che	45
pan	kaam	karyu	45
pan	samavesh	thato	45
pan	thai	shake	45
parthi	aavyo	che	45
parvatmalana	dakshin	bhagama	45
pasand	karavama	aavya	45
patelo	vase	che	45
patidaro	uparant	anya	45
pragat	thay	che	45
puja	kare	che	45
purusho	ane	strio	45
pyarelal	ech	ema	45
rahi	hati	ane	45
raju	karyo	hato	45
raju	karyu	hatu	45
rajyana	junagadh	jillana	45
rakhavama	aavi	hati	45
rakhavama	aavya	che	45
sagbara	talukama	aavelu	45
samay	lage	che	45
sarjan	kare	che	45
sathe	joday	che	45
sathe	sankalayela	hata	45
sathe	sanklayel	che	45
sau	pratham	vakhat	45
sevao	puri	pade	45
shake	che	jema	45
sudhi	pahonchava	mate	45
taiyar	karava	mate	45
talukao	paikino	eka	45
tapal	tikit	bahar	45
tarike	vargikrut	karavama	45
te	khub	ja	45
teno	upayog	thay	45
thai	gai	hati	45
thai	gayi	che	45
thai	hati	je	45
thati	hoy	che	45
thayo	hato	je	45
tika	karavama	aavi	45
ubhi	thay	che	45
umarpada	talukanu	gam	45
upayog	karava	mate	45
upyogma	lai	shakay	45
vahivati	mukhya	mathak	45
vasti	dharave	che	45
vistar	dharave	che	45
aa	sthal	par	44
aadesh	aapyo	hato	44
aadharit	che	ane	44
aapi	hati	ke	44
aapi	shakay	che	44
aapyo	hato	ane	44
aavel	che	ane	44
aavela	che	je	44
aavi	che	jema	44
aavya	che	je	44
aavyo	che	jeno	44
aavyo	hato	jema	44
aavyo	hato	ke	44
abhyas	karyo	ane	44
ane	kahe	che	44
ane	matanu	naam	44
ane	sauthi	vadhu	44
ane	te	samaye	44
ane	temani	sathe	44
ane	tena	karane	44
ane	tene	karane	44
ane	tethi	te	44
bajari	chana	kapas	44
banavavama	aavya	che	44
banave	che	je	44
banavi	shake	che	44
bani	gai	hati	44
bavis	jillao	paikino	44
bhagama	sthit	gujarat	44
bharat	deshna	pashchimi	44
bharat	pakistan	yuddha	44
bhavnagar	jillama	aavela	44
bija	vishvayuddha	daramiyan	44
bolvama	aave	che	44
calu	rakhyu	hatu	44
che	jeni	sthapana	44
dalil	che	ke	44
darajjo	aapavama	aavyo	44
darshavyu	hatu	ke	44
deshna	pashchimi	bhagama	44
dharavama	aave	che	44
dharavata	panchmahal	jillama	44
eka	bija	sathe	44
eka	mahattvano	taluko	44
eva	gandevi	talukanu	44
eva	valiya	talukanu	44
falo	aape	che	44
februari	na	divase	44
gayu	hatu	ane	44
ghatado	thayo	che	44
ghau	jiru	magfali	44
gujarat	rajya	na	44
gujarati	bhashana	kavi	44
hal	ramatamanthi	nivrut	44
hastakshar	karya	hata	44
hati	ane	teo	44
hato	ane	teo	44
hatu	ane	aa	44
hatu	ane	tema	44
hatu	ane	tena	44
hatya	kari	hati	44
himachal	pradesh	rajyana	44
jaher	karyu	hatu	44
jarur	hoy	che	44
javabdar	hoy	che	44
je	aaje	pan	44
jetpur	talukama	aavelu	44
jillana	junagadh	talukama	44
jillana	manavadar	talukanu	44
jillana	mukhya	mathak	44
jillana	navsari	talukanu	44
jillana	tilakvada	talukama	44
jodayela	hoy	che	44
jova	malya	che	44
jun	na	divase	44
junagadh	talukama	aavelu	44
kaam	karavanu	sharu	44
kahevay	che	je	44
kahyu	ke	te	44
karava	mate	pan	44
karava	mate	thay	44
karavama	aavya	ane	44
kari	devama	aavi	44
kari	didhi	hati	44
kari	rahyo	che	44
kari	shakata	nathi	44
karvano	nirnay	karyo	44
karya	karyu	hatu	44
karyo	che	ke	44
kul	bavis	jillao	44
ma	aave	che	44
ma	bharat	sarkar	44
ma	karavama	aavyu	44
ma	kari	hati	44
ma	prakashit	thai	44
ma	pratham	vakhat	44
malati	aave	che	44
male	che	parantu	44
manavadar	talukanu	eka	44
mandir	che	je	44
manyata	che	ke	44
mate	janita	hata	44
mi	sadina	antama	44
mot	thaya	hata	44
mota	bhagna	loko	44
mujab	varshna	agiyarma	44
mujab	varshna	athma	44
mujab	varshna	barma	44
mujab	varshna	bija	44
mujab	varshna	chhaththa	44
mujab	varshna	chotha	44
mujab	varshna	navma	44
mujab	varshna	trija	44
mukavama	aavi	hati	44
na	hoy	tyare	44
naam	parthi	rakhavama	44
nadi	vahe	che	44
nakhavama	aave	che	44
nathi	parantu	te	44
navembar	na	divase	44
navsari	talukanu	gam	44
nikale	che	ane	44
nirman	kare	che	44
no	pan	samavesh	44
ofa	dhi	year	44
padvama	aavyu	hatu	44
paikini	eka	che	44
pan	aave	che	44
pan	janita	che	44
pan	seva	aapi	44
pan	vaparay	che	44
par	hoy	che	44
parthi	utari	aavyo	44
pasandagi	karavama	aavi	44
pasar	karavama	aavyo	44
pashchimi	bhagama	sthit	44
pavi	jetpur	talukama	44
peda	kari	shake	44
prabhavit	thaya	hata	44
prakashit	karavama	aavi	44
prapta	karava	mate	44
prapta	karyu	hatu	44
pravesh	kare	che	44
pravesh	karyo	hato	44
prayatna	karyo	hato	44
purna	thay	che	44
pustako	lakhya	che	44
rahi	chukya	che	44
rajyano	eka	jillo	44
rajyano	mahattvano	jillo	44
ramatamanthi	nivrut	thai	44
rangni	hoy	che	44
sabit	thai	hati	44
safal	rahya	hata	44
sahay	kare	che	44
salah	aape	che	44
samanya	rite	aa	44
samanya	rite	eka	44
sangit	natak	akadami	44
sathe	jodayela	che	44
sathe	jodayeli	che	44
sathe	sankadayeli	che	44
sathe	thay	che	44
shaher	khate	aavelu	44
shakya	che	ke	44
sharu	karavama	aavyo	44
sharuat	kari	ane	44
sharuat	thay	che	44
sthan	aapavama	aavyu	44
sthapana	thai	hati	44
sthit	gujarat	rajyana	44
sudhi	chale	che	44
sudhi	jay	che	44
taiyar	kare	che	44
taiyar	kari	hati	44
talav	aavelu	che	44
tarike	jaher	karavama	44
tarike	janitu	che	44
tarike	karavama	aavi	44
tarike	karya	kare	44
tarike	odakhatu	hatu	44
tarike	pan	seva	44
tarike	pasand	karavama	44
tarike	raju	karavama	44
tarike	varnave	che	44
tema	pan	khas	44
temne	thi	sudhi	44
thai	gaya	ane	44
thai	rahyu	che	44
thay	te	mate	44
thay	te	pahela	44
thayo	che	ane	44
thi	ni	vachche	44
thoda	samay	pachhi	44
tilakvada	talukama	aavelu	44
ujavani	kare	che	44
upayog	karay	che	44
upayog	karyo	che	44
uttar	ane	dakshin	44
vadhi	rahi	che	44
vakil	ane	rajkarni	44
valiya	talukanu	eka	44
varasad	pade	che	44
varnan	karyu	che	44
varshna	agiyarma	mahinano	44
varshna	athma	mahinano	44
varshna	bija	mahinano	44
varshna	chhaththa	mahinano	44
varshna	chotha	mahinano	44
varshna	navma	mahinano	44
varshna	trija	mahinano	44
vasti	dharavata	panchmahal	44
vikas	thayo	che	44
vikas	thayo	hato	44
vistarama	aavela	bhavnagar	44
yogadan	aapyu	hatu	44
aa	jillanu	mukhya	43
aa	jillanu	vahivati	43
aantararashtriy	kriket	ramata	43
aap	sallallahu	alayhi	43
aapavama	aavya	che	43
aashare	kilomitar	jetla	43
aavata	hoy	che	43
aave	tya	sudhi	43
aavel	gujarat	rajya	43
aavela	ane	arvlli	43
aavela	chotaudepur	talukama	43
aavelu	mahattvanu	nagar	43
aavyo	che	ke	43
aayojan	thay	che	43
abhyas	karava	mate	43
ane	anya	ghana	43
ane	madhyamik	shikshan	43
ane	thi	sudhi	43
bahar	aave	che	43
bahar	padi	hati	43
bandhvama	aavel	che	43
bandhvama	aavi	hati	43
bani	gayo	che	43
bani	rahe	che	43
bani	rahyu	che	43
batave	che	ke	43
bhar	mukyo	hato	43
bharat	desh	na	43
bharatiy	svatantrata	chalvalna	43
bharatiy	svatantrya	senani	43
bhasha	bole	che	43
che	jena	mate	43
che	jenu	naam	43
che	jethi	te	43
che	jya	te	43
che	parantu	tena	43
che	parantu	tene	43
che	tyare	tene	43
chhut	aape	che	43
chotaudepur	talukama	aavelu	43
dekhay	che	ane	43
desh	na	pashchim	43
dharavata	hata	ane	43
dharave	che	te	43
dudhni	dairy	aanganvadi	43
dur	karavama	aave	43
dvara	chalavvama	aave	43
e	hati	ke	43
eka	nadi	che	43
eva	halol	talukama	43
eva	pavi	jetpur	43
evi	dalil	kare	43
evi	jaherat	kari	43
gam	aavelu	che	43
gandevi	talukanu	gam	43
gher	thayo	hato	43
grand	theft	oto	43
halol	talukama	aavelu	43
hata	jem	ke	43
hati	jena	karane	43
hati	ke	aa	43
hato	ane	ma	43
hova	chata	aa	43
hoy	tya	sudhi	43
humalo	karyo	hato	43
janavavama	aavyu	hatu	43
janay	che	ke	43
janma	epril	na	43
jay	che	ke	43
je	darshave	che	43
je	hal	ramatamanthi	43
jeno	artha	che	43
jiru	magfali	tal	43
jit	melavi	hati	43
jivan	par	aadharit	43
joi	shake	che	43
jova	mali	shake	43
jova	malyu	che	43
julai	na	divase	43
junagadh	jillana	manavadar	43
kahi	shakay	ke	43
karan	e	che	43
karavama	aavata	hata	43
karavama	aavi	tyare	43
karyo	che	ane	43
karyu	che	ane	43
khabar	pade	che	43
khate	aa	talukanu	43
khate	temnu	avasan	43
kheladi	che	ke	43
khub	ja	ochhi	43
koi	pan	prakarani	43
kriket	ramata	kheladi	43
kul	tris	jillao	43
kutumbma	thayo	hato	43
lagavavama	aave	che	43
lage	che	ane	43
levama	aavi	che	43
levama	aavya	che	43
levama	aavyo	che	43
levama	aavyu	che	43
loko	mrutyu	pamya	43
loko	rahe	che	43
ma	aavel	gujarat	43
ma	prakashit	thayu	43
ma	purna	thayu	43
ma	sharu	karavama	43
mahattvano	bhag	bhajavyo	43
mahattvanu	shaher	che	43
mandir	aavela	che	43
mate	aave	che	43
mate	upyogma	levay	43
melave	che	ane	43
mukavama	aavyu	hatu	43
mukhya	bhumika	bhajavi	43
mukvama	aave	che	43
na	hata	ane	43
na	hoy	tevi	43
na	kari	shake	43
na	pashchim	ma	43
na	roj	varshani	43
na	saurashtra	ma	43
na	thay	tya	43
nadina	kinara	par	43
nadina	kinare	aavelu	43
nagar	che	je	43
nakki	karavama	aavyu	43
nandod	talukama	aavelu	43
nar	ane	mada	43
nirman	thay	che	43
nirnay	karyo	hato	43
nivrut	thai	chukya	43
niyantrit	kare	che	43
ochhi	hoy	che	43
paiki	eka	che	43
palan	kare	che	43
pame	che	ane	43
pan	aavel	che	43
par	pratibandh	mukyo	43
pariksha	pas	kari	43
parinami	shake	che	43
parvangi	aape	che	43
pashchim	bangal	rajyama	43
pashchim	ma	aavel	43
prakashit	karya	hata	43
puraskar	prapta	thayo	43
racana	kari	che	43
raju	karavama	aave	43
raju	thai	hati	43
raju	thay	che	43
rajya	na	saurashtra	43
rajyana	saurashtra	pradeshma	43
rakhavama	aavi	che	43
rakhi	shake	che	43
ramata	kheladi	che	43
rashtriy	film	puraskar	43
roj	karavama	aavi	43
safal	rahi	hati	43
safed	hoy	che	43
sahitya	akadami	dvara	43
saksham	hoy	che	43
sallallahu	alayhi	v	43
samarthan	aape	che	43
samarthan	aapyu	hatu	43
samavesh	thai	shake	43
sathe	sambandh	dharave	43
saurashtra	ma	aavel	43
sevao	aapi	hati	43
shabdoma	kahie	to	43
sharu	karava	mate	43
sthan	melavyu	hatu	43
sthapana	ma	thai	43
taiyar	karavama	aavyu	43
taiyar	thay	che	43
tal	bajari	chana	43
tarike	faraj	bajavi	43
tarike	janita	hata	43
tarike	jodaya	hata	43
tarike	jue	che	43
tarike	manvama	aave	43
tarike	ujavavama	aave	43
te	che	ke	43
tem	chata	pan	43
temani	dharpakad	karavama	43
teo	thi	sudhi	43
thai	gayo	che	43
thato	hoy	che	43
thi	pan	vadhu	43
tikit	bahar	padvama	43
ubhi	kare	che	43
ullekh	karyo	hato	43
upar	aavelu	che	43
utpadan	thay	che	43
vadhe	che	ane	43
vahenchvama	aave	che	43
vapari	shakay	che	43
varlda	vaid	veb	43
varnavavama	aavi	che	43
varshna	pahela	mahinano	43
varshna	panchma	mahinano	43
vinanti	kare	che	43
vishvama	sauthi	vadhu	43
vishvanu	sauthi	motu	43
vyakt	karyo	hato	43
aa	ja	varshe	42
aa	sathe	ja	42
aapi	rahya	che	42
aavel	mahattva	na	42
aavela	bhavnagar	jillama	42
aavela	dabhoi	talukama	42
aavela	pashchim	bangal	42
aaveli	nadi	che	42
aavi	hati	jene	42
aavi	na	hati	42
amareli	jillama	aavela	42
ane	mi	sadini	42
ane	tena	mate	42
ane	tyar	pachhi	42
ane	varsha	ma	42
areth	talukama	aavelu	42
arji	kari	hati	42
asar	kari	shake	42
bandhvama	aavyo	che	42
banela	hoy	che	42
bhalaman	kare	che	42
bharat	deshana	maharashtra	42
bharatiy	rajkarni	ane	42
bharatiy	vakil	ane	42
bharatna	gujarat	rajyama	42
bharatni	svatantrata	pachhi	42
calu	rahe	che	42
chali	rahi	che	42
chali	rahyu	che	42
charcha	karavama	aavi	42
che	pan	aa	42
che	te	ja	42
che	tena	karata	42
dabhoi	talukama	aavelu	42
dalil	kari	che	42
darshavavama	aavyo	che	42
devama	aavyo	hato	42
dharave	che	jyare	42
dharave	che	ke	42
diveli	tem	ja	42
dvara	prakashit	karavama	42
dvara	raju	karavama	42
dvara	sharu	karavama	42
east	indiya	kampanina	42
eka	bharatiy	rajkarni	42
eka	ke	be	42
eka	khub	ja	42
eka	mahattvanu	shaher	42
eka	taluko	che	42
eka	varsha	bad	42
enayat	karayo	hato	42
eva	areth	talukama	42
eva	palsana	talukama	42
falo	aapyo	hato	42
fari	eka	vakhat	42
ganana	thay	che	42
gujarati	kavi	ane	42
hata	tyare	temna	42
hata	tyare	temne	42
hath	dharavama	aave	42
ja	thay	che	42
jaher	karavama	aavyo	42
jalavi	rakhava	mate	42
janayu	che	ke	42
janma	aape	che	42
janma	aapyo	hato	42
janma	disembar	na	42
janma	ma	thayo	42
janma	navembar	na	42
jillama	aavelu	che	42
jillanu	vahivati	vadu	42
jova	malyo	che	42
kaam	kari	shake	42
karar	par	hastakshar	42
karava	mate	karavama	42
karavama	aavelu	che	42
karavama	aavi	hoy	42
karavama	aavi	rahi	42
karavani	sharuat	kari	42
karavanu	calu	rakhyu	42
karavo	pade	che	42
kari	didho	hato	42
kari	rahi	hati	42
ke	je	hal	42
ke	jya	sudhi	42
koi	pan	vyakti	42
kul	talukao	paikino	42
lagna	karya	ane	42
lakhavama	aave	che	42
lakhavanu	sharu	karyu	42
levama	aavyu	hatu	42
ma	aavel	mahattva	42
ma	jova	male	42
ma	raju	karavama	42
mahattva	na	junagadh	42
male	che	te	42
mali	aavi	hati	42
maliki	dharave	che	42
mate	janito	che	42
mate	kaam	karyu	42
mate	karavama	aavyo	42
mate	kare	che	42
mrutyu	thay	che	42
mukhyatve	makai	bajari	42
mukta	kare	che	42
na	hati	ane	42
na	hato	ane	42
na	junagadh	jillana	42
na	roj	bharat	42
na	roj	temnu	42
na	roj	teo	42
na	thai	shake	42
nagar	khate	aa	42
najiknu	relve	steshan	42
narmad	suvarna	chandrak	42
ni	racana	kari	42
ogast	na	divase	42
olpad	bharat	deshana	42
padi	hati	ane	42
pahonche	che	ane	42
pahonchi	shake	che	42
palsana	talukama	aavelu	42
pan	aape	che	42
pan	che	ke	42
pan	manvama	aave	42
par	aadharit	hatu	42
par	aave	che	42
parat	farya	hata	42
parthi	utari	aavyu	42
prakashit	karavama	aavyu	42
prakashit	karyu	hatu	42
pramandal	na	prashasan	42
prapta	thai	hati	42
puri	padava	mate	42
rahyo	che	ane	42
rajinamu	aapyu	hatu	42
raju	karava	mate	42
raju	karya	hata	42
rajyama	aavelu	mahattvanu	42
rakhi	shakay	che	42
ran	banavya	hata	42
rite	kaam	kare	42
samanya	rite	te	42
samavesh	karavama	aave	42
samavesh	thato	nathi	42
sanket	aape	che	42
sankheda	talukama	aavelu	42
sardar	vallabhabhai	patel	42
sauthi	vadhu	lokpriy	42
shakay	che	ke	42
shikshan	melavyu	hatu	42
suchan	karyu	hatu	42
svatantrya	senani	ane	42
talukanu	nagar	ane	42
tarike	janiti	che	42
tarike	niyukta	thaya	42
tarike	prakhyat	che	42
tem	chata	te	42
temna	mrutyu	sudhi	42
temnu	mrutyu	thayu	42
teno	upayog	karavama	42
